MSISDN;GA_DATE;ID_DSF;STATUS;VALID_FLAG;REMARKS;;;
6289531815789;20260223;12327132;5G Device;5;REGISTERED;;;
6289531815790;20260223;12327626;5G Device;5;REGISTERED;;;
6289531817262;20260223;0;5G Device;5;NOT REGISTERED;;;
6289531817317;20260223;434740;5G Device;5;REGISTERED;;;
6289531817324;20260223;554111;5G Device;5;REGISTERED;;;
6289531817538;20260223;12327527;5G Device;5;REGISTERED;;;
6289531817547;20260223;12327527;5G Device;5;REGISTERED;;;
6289531817627;20260223;12327327;5G Device;5;REGISTERED;;;
6289531817632;20260223;12325761;5G Device;5;REGISTERED;;;
6289531817638;20260223;12327327;5G Device;5;REGISTERED;;;
6289531817661;20260223;12327626;5G Device;5;REGISTERED;;;
6289531817678;20260223;12327132;5G Device;5;REGISTERED;;;
6289531817681;20260223;12327626;5G Device;5;REGISTERED;;;
6289531817982;20260223;12325761;5G Device;5;REGISTERED;;;
6289531817985;20260223;0;5G Device;5;NOT REGISTERED;;;
6289531817989;20260223;12325761;5G Device;5;REGISTERED;;;
6289531818324;20260223;12327626;5G Device;5;REGISTERED;;;
6289531818328;20260223;12327626;5G Device;5;REGISTERED;;;
6289531818329;20260223;12327626;5G Device;5;REGISTERED;;;
62895320687476;20260223;513765;4G Device;1;REGISTERED;;;
62895326421146;20260223;517854;4G Device;1;REGISTERED;;;
62895326421151;20260223;142716;4G Device;1;REGISTERED;;;
62895326421153;20260223;21191;4G Device;1;REGISTERED;;;
62895401037693;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608101607;20260223;12302407;4G Device;1;REGISTERED;;;
62895608102635;20260223;12314125;4G Device;1;REGISTERED;;;
62895608103550;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608103551;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608103552;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608103553;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608103558;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608103559;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608103577;20260223;543378;4G Device;1;REGISTERED;;;
62895608103578;20260223;543378;4G Device;1;REGISTERED;;;
62895608103738;20260223;392929;4G Device;1;REGISTERED;;;
62895608103742;20260223;392929;4G Device;1;REGISTERED;;;
62895608103743;20260223;392929;4G Device;1;REGISTERED;;;
62895608103744;20260223;344379;4G Device;1;REGISTERED;;;
62895608103745;20260223;344379;4G Device;1;REGISTERED;;;
62895608103746;20260223;344379;4G Device;1;REGISTERED;;;
62895608103747;20260223;392929;4G Device;1;REGISTERED;;;
62895608103748;20260223;344379;4G Device;1;REGISTERED;;;
62895608103749;20260223;344379;4G Device;1;REGISTERED;;;
62895608103751;20260223;392929;4G Device;1;REGISTERED;;;
62895608104041;20260223;12323168;4G Device;1;REGISTERED;;;
62895608104053;20260223;543025;4G Device;1;REGISTERED;;;
62895608104054;20260223;543025;4G Device;1;REGISTERED;;;
62895608104055;20260223;543025;4G Device;1;REGISTERED;;;
62895608104056;20260223;543025;4G Device;1;REGISTERED;;;
62895608104057;20260223;543025;4G Device;1;REGISTERED;;;
62895608104058;20260223;543025;4G Device;1;REGISTERED;;;
62895608104059;20260223;543025;4G Device;1;REGISTERED;;;
62895608104061;20260223;543025;4G Device;1;REGISTERED;;;
62895608104062;20260223;543025;4G Device;1;REGISTERED;;;
62895608104063;20260223;543025;4G Device;1;REGISTERED;;;
62895608104165;20260223;403933;4G Device;1;REGISTERED;;;
62895608104482;20260223;391589;4G Device;1;REGISTERED;;;
62895608104483;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608104585;20260223;12323168;4G Device;1;REGISTERED;;;
62895608105054;20260223;0;5G Device;5;NOT REGISTERED;;;
62895608107331;20260223;12314031;4G Device;1;REGISTERED;;;
62895608107360;20260223;12323175;4G Device;1;REGISTERED;;;
62895608107402;20260223;12327932;4G Device;1;REGISTERED;;;
62895608107493;20260223;12323357;4G Device;1;REGISTERED;;;
62895608107496;20260223;318622;4G Device;1;REGISTERED;;;
62895608107499;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608107555;20260223;0;5G Device;5;NOT REGISTERED;;;
62895608107729;20260223;12325768;5G Device;5;REGISTERED;;;
62895608107873;20260223;12310933;5G Device;5;REGISTERED;;;
62895608108085;20260223;12327556;5G Device;5;REGISTERED;;;
62895608108557;20260223;12314314;5G Device;5;REGISTERED;;;
62895608108832;20260223;464869;5G Device;5;REGISTERED;;;
62895608108839;20260223;0;5G Device;5;NOT REGISTERED;;;
62895608108859;20260223;0;5G Device;5;NOT REGISTERED;;;
62895608108861;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608109134;20260223;12325768;5G Device;5;REGISTERED;;;
62895608109280;20260223;12325761;5G Device;5;REGISTERED;;;
62895608110051;20260223;0;5G Device;5;NOT REGISTERED;;;
62895608110275;20260223;12325337;5G Device;5;REGISTERED;;;
62895608110276;20260223;385727;5G Device;5;REGISTERED;;;
62895608110277;20260223;385727;5G Device;5;REGISTERED;;;
62895608110278;20260223;12325337;5G Device;5;REGISTERED;;;
62895608110279;20260223;379218;5G Device;5;REGISTERED;;;
62895608110280;20260223;515678;5G Device;5;REGISTERED;;;
62895608110281;20260223;379218;5G Device;5;REGISTERED;;;
62895608110282;20260223;118101;5G Device;5;REGISTERED;;;
62895608110283;20260223;118101;5G Device;5;REGISTERED;;;
62895608110284;20260223;515678;5G Device;5;REGISTERED;;;
62895608110341;20260223;0;5G Device;5;NOT REGISTERED;;;
62895608113728;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608116927;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608116932;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608116961;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608116993;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608116994;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608117002;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608117015;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608117016;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608117036;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608117037;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608117038;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608117044;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608117053;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608117069;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608117143;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608128827;20260223;12328946;4G Device;1;REGISTERED;;;
62895608128848;20260223;346499;4G Device;1;REGISTERED;;;
62895608128852;20260223;488493;4G Device;1;REGISTERED;;;
62895608128868;20260223;402334;4G Device;1;REGISTERED;;;
62895608128898;20260223;488493;4G Device;1;REGISTERED;;;
62895608128945;20260223;501336;4G Device;1;REGISTERED;;;
62895608128946;20260223;501336;4G Device;1;REGISTERED;;;
62895608128948;20260223;123901;4G Device;1;REGISTERED;;;
62895608128954;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608128955;20260223;545224;4G Device;1;REGISTERED;;;
62895608128957;20260223;265837;4G Device;1;REGISTERED;;;
62895608128958;20260223;231977;4G Device;1;REGISTERED;;;
62895608128959;20260223;231977;4G Device;1;REGISTERED;;;
62895608128965;20260223;164968;4G Device;1;REGISTERED;;;
62895608128966;20260223;164968;4G Device;1;REGISTERED;;;
62895608128975;20260223;501336;4G Device;1;REGISTERED;;;
62895608128976;20260223;501336;4G Device;1;REGISTERED;;;
62895608128977;20260223;501336;4G Device;1;REGISTERED;;;
62895608128978;20260223;501336;4G Device;1;REGISTERED;;;
62895608128979;20260223;501336;4G Device;1;REGISTERED;;;
62895608129024;20260223;480581;4G Device;1;REGISTERED;;;
62895608129073;20260223;480581;4G Device;1;REGISTERED;;;
62895608129106;20260223;416505;4G Device;1;REGISTERED;;;
62895608129250;20260223;538758;4G Device;1;REGISTERED;;;
62895608129251;20260223;201163;4G Device;1;REGISTERED;;;
62895608129252;20260223;541948;4G Device;1;REGISTERED;;;
62895608129253;20260223;481241;4G Device;1;REGISTERED;;;
62895608129254;20260223;541948;4G Device;1;REGISTERED;;;
62895608129288;20260223;487185;4G Device;1;REGISTERED;;;
62895608129296;20260223;480042;4G Device;1;REGISTERED;;;
62895608129316;20260223;503269;4G Device;1;REGISTERED;;;
62895608129318;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608129556;20260223;501336;4G Device;1;REGISTERED;;;
62895608129557;20260223;501336;4G Device;1;REGISTERED;;;
62895608129558;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608129559;20260223;501336;4G Device;1;REGISTERED;;;
62895608129560;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608129566;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608129569;20260223;564247;4G Device;1;REGISTERED;;;
62895608129570;20260223;12327130;4G Device;1;REGISTERED;;;
62895608129657;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608129670;20260223;438475;4G Device;1;REGISTERED;;;
62895608129721;20260223;554520;4G Device;1;REGISTERED;;;
62895608129746;20260223;0;4G Device;1;NOT REGISTERED;;;
62895608129828;20260223;12306021;4G Device;1;REGISTERED;;;
62895608129829;20260223;12305882;4G Device;1;REGISTERED;;;
62895608129890;20260223;0;4G Device;1;NOT REGISTERED;;;
6285711078784;20260222;0;4G Device;1;NOT REGISTERED;;;
6285711549807;20260222;1309232;4G Device;1;REGISTERED;;;
6285711552166;20260222;17597985;4G Device;1;REGISTERED;;;
6285711659571;20260222;17733820;4G Device;1;REGISTERED;;;
6285711718316;20260222;17708989;4G Device;1;REGISTERED;;;
6285711718547;20260222;17524532;4G Device;1;REGISTERED;;;
6285711838351;20260222;0;4G Device;1;NOT REGISTERED;;;
6285711838373;20260222;0;4G Device;1;NOT REGISTERED;;;
6285711917245;20260222;17767471;4G Device;1;REGISTERED;;;
6285711923230;20260222;17599670;4G Device;1;REGISTERED;;;
6285711923276;20260222;0;4G Device;1;NOT REGISTERED;;;
6285711923756;20260222;17770911;4G Device;1;REGISTERED;;;
6285711923757;20260222;17770911;4G Device;1;REGISTERED;;;
6285711928857;20260222;17703066;4G Device;1;REGISTERED;;;
6285711938620;20260222;17639782;4G Device;1;REGISTERED;;;
6285711939154;20260222;17656863;4G Device;1;REGISTERED;;;
6285711941694;20260222;17563672;4G Device;1;REGISTERED;;;
6285711942176;20260222;17603961;4G Device;1;REGISTERED;;;
6285711944024;20260222;SFPAREPARE63;5G Device;5;REGISTERED;;;
6285711944621;20260222;SFPAREPARE63;5G Device;5;REGISTERED;;;
6285711945654;20260222;17791188;4G Device;1;REGISTERED;;;
6285711946168;20260222;17614746;4G Device;1;REGISTERED;;;
6285711946169;20260222;17614746;4G Device;1;REGISTERED;;;
6285711946171;20260222;17614746;4G Device;1;REGISTERED;;;
6285711946177;20260222;17614746;4G Device;1;REGISTERED;;;
6285711946181;20260222;17614746;4G Device;1;REGISTERED;;;
6285711947051;20260222;17447677;4G Device;1;REGISTERED;;;
6285711947053;20260222;17447677;4G Device;1;REGISTERED;;;
6285711947056;20260222;17447677;4G Device;1;REGISTERED;;;
6285711947057;20260222;17447677;4G Device;1;REGISTERED;;;
6285711947058;20260222;17447677;4G Device;1;REGISTERED;;;
6285711947358;20260222;17519579;4G Device;1;REGISTERED;;;
6285711947621;20260222;1538181;4G Device;1;REGISTERED;;;
6285711947699;20260222;SFACEHLSW12;4G Device;1;REGISTERED;;;
6285711947701;20260222;SFACEHLSW12;4G Device;1;REGISTERED;;;
6285711952286;20260222;DSFGAPJBK004;4G Device;1;REGISTERED;;;
6285711952308;20260222;DSFGAPJBK004;4G Device;1;REGISTERED;;;
6285711954409;20260222;17278217;4G Device;1;REGISTERED;;;
6285711954417;20260222;17278217;4G Device;1;REGISTERED;;;
6285711954706;20260222;17260615;4G Device;1;REGISTERED;;;
6285711954801;20260222;SFBNGKULU30;4G Device;1;REGISTERED;;;
6285711954842;20260222;17701439;4G Device;1;REGISTERED;;;
6285711954872;20260222;1453809;4G Device;1;REGISTERED;;;
6285711954908;20260222;0;4G Device;1;NOT REGISTERED;;;
6285711955012;20260222;17711655;4G Device;1;REGISTERED;;;
6285711955993;20260222;SFBNGKULU30;4G Device;1;REGISTERED;;;
6285711955994;20260222;SFBNGKULU30;4G Device;1;REGISTERED;;;
6285711956001;20260222;SFBNGKULU30;4G Device;1;REGISTERED;;;
6285711959560;20260222;502307;4G Device;1;REGISTERED;;;
6285711966562;20260222;0;5G Device;5;NOT REGISTERED;;;
6285711966568;20260222;DSFPWK002;5G Device;5;REGISTERED;;;
6285711966580;20260222;DSFPWK002;5G Device;5;REGISTERED;;;
6285711971327;20260222;0;5G Device;5;NOT REGISTERED;;;
6285711976044;20260222;17696336;5G Device;5;REGISTERED;;;
6285711976796;20260222;SFTARAKAN01;5G Device;5;REGISTERED;;;
6285716141015;20260222;17806668;5G Device;5;REGISTERED;;;
6285881203156;20260222;17749562;4G Device;1;REGISTERED;;;
6285881249639;20260222;0;4G Device;1;NOT REGISTERED;;;
6285881268911;20260222;0;4G Device;1;NOT REGISTERED;;;
6285881273121;20260222;17632924;4G Device;1;REGISTERED;;;
6285881273136;20260222;17631777;4G Device;1;REGISTERED;;;
6285881277057;20260222;1324455;4G Device;1;REGISTERED;;;
6285881278255;20260222;17684953;4G Device;1;REGISTERED;;;
6285881286424;20260222;0;4G Device;1;NOT REGISTERED;;;
6285882646545;20260222;17680746;5G Device;5;REGISTERED;;;
6285882646657;20260222;17705636;5G Device;5;REGISTERED;;;
6285882651085;20260222;0;4G Device;1;NOT REGISTERED;;;
6289516210147;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518305878;20260222;12320636;4G Device;1;REGISTERED;;;
6289518379222;20260222;240657;4G Device;1;REGISTERED;;;
6289518382915;20260222;488170;4G Device;1;REGISTERED;;;
6289518483285;20260222;0;5G Device;5;NOT REGISTERED;;;
6289518484806;20260222;568726;5G Device;5;REGISTERED;;;
6289518484821;20260222;12323554;5G Device;5;REGISTERED;;;
6289518484842;20260222;12323554;5G Device;5;REGISTERED;;;
6289518484843;20260222;12323554;5G Device;5;REGISTERED;;;
6289518484853;20260222;12323554;5G Device;5;REGISTERED;;;
6289518484854;20260222;12323554;5G Device;5;REGISTERED;;;
6289518498437;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518503957;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518505653;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518509042;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518515388;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518520144;20260222;576691;4G Device;1;REGISTERED;;;
6289518520782;20260222;413606;4G Device;1;REGISTERED;;;
6289518528467;20260222;12308540;4G Device;1;REGISTERED;;;
6289518528603;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518537289;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518538435;20260222;154761;4G Device;1;REGISTERED;;;
6289518547477;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518547478;20260222;497476;4G Device;1;REGISTERED;;;
6289518547481;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518550797;20260222;532586;4G Device;1;REGISTERED;;;
6289518618012;20260222;465892;4G Device;1;REGISTERED;;;
6289518621570;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518621633;20260222;466114;4G Device;1;REGISTERED;;;
6289518621950;20260222;496427;4G Device;1;REGISTERED;;;
6289518631140;20260222;431880;4G Device;1;REGISTERED;;;
6289518633087;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518633382;20260222;12307599;4G Device;1;REGISTERED;;;
6289518633385;20260222;12307599;4G Device;1;REGISTERED;;;
6289518633387;20260222;12307599;4G Device;1;REGISTERED;;;
6289518633389;20260222;12307599;4G Device;1;REGISTERED;;;
6289518633476;20260222;12319479;4G Device;1;REGISTERED;;;
6289518633477;20260222;12319479;4G Device;1;REGISTERED;;;
6289518633624;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518633627;20260222;0;4G Device;1;NOT REGISTERED;;;
6289518633670;20260222;12307599;4G Device;1;REGISTERED;;;
6289523674743;20260222;0;4G Device;1;NOT REGISTERED;;;
6289527311239;20260222;0;4G Device;1;NOT REGISTERED;;;
6289529240934;20260222;580606;4G Device;1;REGISTERED;;;
6289529240935;20260222;580606;4G Device;1;REGISTERED;;;
6289531778152;20260222;12328549;4G Device;1;REGISTERED;;;
6289531780897;20260222;510570;4G Device;1;REGISTERED;;;
6289531780898;20260222;510570;4G Device;1;REGISTERED;;;
6289531780910;20260222;510570;4G Device;1;REGISTERED;;;
6289531780911;20260222;510570;4G Device;1;REGISTERED;;;
6289531780912;20260222;510570;4G Device;1;REGISTERED;;;
6289531780941;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531780942;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531780943;20260222;510570;4G Device;1;REGISTERED;;;
6289531780944;20260222;510570;4G Device;1;REGISTERED;;;
6289531780945;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531786751;20260222;190642;4G Device;1;REGISTERED;;;
6289531786940;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531786999;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531788148;20260222;479622;4G Device;1;REGISTERED;;;
6289531788149;20260222;479622;4G Device;1;REGISTERED;;;
6289531788180;20260222;479622;4G Device;1;REGISTERED;;;
6289531788182;20260222;479622;4G Device;1;REGISTERED;;;
6289531789394;20260222;548007;4G Device;1;REGISTERED;;;
6289531789427;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531789436;20260222;543597;4G Device;1;REGISTERED;;;
6289531790717;20260222;563752;4G Device;1;REGISTERED;;;
6289531790718;20260222;424606;4G Device;1;REGISTERED;;;
6289531791588;20260222;438796;4G Device;1;REGISTERED;;;
6289531791598;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531791599;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531791601;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531792272;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531793487;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531793504;20260222;479151;4G Device;1;REGISTERED;;;
6289531797750;20260222;522837;4G Device;1;REGISTERED;;;
6289531799248;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531799365;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531799414;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531799545;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531799564;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531799859;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531799861;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531799868;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531804875;20260222;468254;4G Device;1;REGISTERED;;;
6289531809105;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531809306;20260222;0;4G Device;1;NOT REGISTERED;;;
6289531814711;20260222;12328926;5G Device;5;REGISTERED;;;
62895326421231;20260222;580606;4G Device;1;REGISTERED;;;
62895326421239;20260222;580606;4G Device;1;REGISTERED;;;
62895328495396;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608101539;20260222;12312555;4G Device;1;REGISTERED;;;
62895608102213;20260222;12314210;4G Device;1;REGISTERED;;;
62895608102214;20260222;12314215;4G Device;1;REGISTERED;;;
62895608102690;20260222;248680;4G Device;1;REGISTERED;;;
62895608107776;20260222;12328028;5G Device;5;REGISTERED;;;
62895608107783;20260222;12328028;5G Device;5;REGISTERED;;;
62895608108204;20260222;370355;5G Device;5;REGISTERED;;;
62895608109045;20260222;0;5G Device;5;NOT REGISTERED;;;
62895608113095;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608113516;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608113729;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608116926;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608116930;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608116995;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608117134;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608117140;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608117142;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608117146;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608129101;20260222;193609;4G Device;1;REGISTERED;;;
62895608129103;20260222;495001;4G Device;1;REGISTERED;;;
62895608129289;20260222;472561;4G Device;1;REGISTERED;;;
62895608129319;20260222;256583;4G Device;1;REGISTERED;;;
62895608129320;20260222;0;4G Device;1;NOT REGISTERED;;;
62895608129321;20260222;321195;4G Device;1;REGISTERED;;;
62895608129671;20260222;482545;4G Device;1;REGISTERED;;;
6285711216324;20260221;17681150;4G Device;1;REGISTERED;;;
6285711255227;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711284707;20260221;17802336;4G Device;1;REGISTERED;;;
6285711302681;20260221;17797127;4G Device;1;REGISTERED;;;
6285711357645;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711368027;20260221;SFACEHBDA10;4G Device;1;REGISTERED;;;
6285711383174;20260221;17570223;4G Device;1;REGISTERED;;;
6285711383231;20260221;17266836;4G Device;1;REGISTERED;;;
6285711384175;20260221;SFPEKANBARU11;4G Device;1;REGISTERED;;;
6285711395734;20260221;17509637;4G Device;1;REGISTERED;;;
6285711396722;20260221;1473545;4G Device;1;REGISTERED;;;
6285711505519;20260221;SFSRIBWN11;4G Device;1;REGISTERED;;;
6285711506049;20260221;SFSRIBWN11;4G Device;1;REGISTERED;;;
6285711510012;20260221;17040738;4G Device;1;REGISTERED;;;
6285711511556;20260221;17670455;4G Device;1;REGISTERED;;;
6285711511995;20260221;17198068;4G Device;1;REGISTERED;;;
6285711513340;20260221;17618136;4G Device;1;REGISTERED;;;
6285711513371;20260221;17605442;4G Device;1;REGISTERED;;;
6285711513446;20260221;17710768;4G Device;1;REGISTERED;;;
6285711519127;20260221;685334;4G Device;1;REGISTERED;;;
6285711519540;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711519643;20260221;1301649;4G Device;1;REGISTERED;;;
6285711519833;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711523485;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711523622;20260221;17197086;4G Device;1;REGISTERED;;;
6285711526164;20260221;17163993;4G Device;1;REGISTERED;;;
6285711529873;20260221;17747383;4G Device;1;REGISTERED;;;
6285711541762;20260221;17770593;4G Device;1;REGISTERED;;;
6285711548695;20260221;17165571;4G Device;1;REGISTERED;;;
6285711551496;20260221;DSFTOMOHON1;4G Device;1;REGISTERED;;;
6285711551580;20260221;DSFTOMOHON1;4G Device;1;REGISTERED;;;
6285711580821;20260221;DSFSMD005;4G Device;1;REGISTERED;;;
6285711587642;20260221;DSFSMD005;4G Device;1;REGISTERED;;;
6285711590221;20260221;17522168;4G Device;1;REGISTERED;;;
6285711655501;20260221;17605442;4G Device;1;REGISTERED;;;
6285711655507;20260221;17756593;4G Device;1;REGISTERED;;;
6285711663467;20260221;17581344;4G Device;1;REGISTERED;;;
6285711683670;20260221;SFBABEL06;4G Device;1;REGISTERED;;;
6285711683715;20260221;SFBABEL06;4G Device;1;REGISTERED;;;
6285711709992;20260221;SFPEKANBARU01;4G Device;1;REGISTERED;;;
6285711710039;20260221;SFPEKANBARU01;4G Device;1;REGISTERED;;;
6285711710083;20260221;SFPEKANBARU01;4G Device;1;REGISTERED;;;
6285711712309;20260221;17709948;4G Device;1;REGISTERED;;;
6285711718312;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711723069;20260221;17257142;4G Device;1;REGISTERED;;;
6285711723153;20260221;17203983;4G Device;1;REGISTERED;;;
6285711728438;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711735474;20260221;17625439;4G Device;1;REGISTERED;;;
6285711756243;20260221;TFBJM08;4G Device;1;REGISTERED;;;
6285711829667;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711835026;20260221;17654508;4G Device;1;REGISTERED;;;
6285711835292;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711882583;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711884856;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711884878;20260221;17732836;4G Device;1;REGISTERED;;;
6285711886890;20260221;17439196;4G Device;1;REGISTERED;;;
6285711896339;20260221;17148626;4G Device;1;REGISTERED;;;
6285711915557;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711917770;20260221;17711646;4G Device;1;REGISTERED;;;
6285711917776;20260221;17711646;4G Device;1;REGISTERED;;;
6285711917781;20260221;17711646;4G Device;1;REGISTERED;;;
6285711917783;20260221;17711646;4G Device;1;REGISTERED;;;
6285711917790;20260221;17711646;4G Device;1;REGISTERED;;;
6285711917792;20260221;17711646;4G Device;1;REGISTERED;;;
6285711917793;20260221;17711646;4G Device;1;REGISTERED;;;
6285711917795;20260221;17711646;4G Device;1;REGISTERED;;;
6285711917797;20260221;17711646;4G Device;1;REGISTERED;;;
6285711917802;20260221;17711646;4G Device;1;REGISTERED;;;
6285711918485;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711918491;20260221;TFKSSFKEDARI27;4G Device;1;REGISTERED;;;
6285711919570;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711919571;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711919835;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711920826;20260221;SFBJMBR22;4G Device;1;REGISTERED;;;
6285711922582;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711922719;20260221;17691723;4G Device;1;REGISTERED;;;
6285711922974;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711923697;20260221;TFKSSFPLU004;4G Device;1;REGISTERED;;;
6285711923884;20260221;17570922;4G Device;1;REGISTERED;;;
6285711924073;20260221;SFPLUSLW2;4G Device;1;REGISTERED;;;
6285711924243;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711924255;20260221;17293437;4G Device;1;REGISTERED;;;
6285711924916;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711925112;20260221;0;4G Device;1;NOT REGISTERED;;;
6285711926230;20260221;SFPRESLW3;4G Device;1;REGISTERED;;;
6285711926316;20260221;TFKSSFPLU004;4G Device;1;REGISTERED;;;
6285711928556;20260221;17362458;4G Device;1;REGISTERED;;;
6285711928571;20260221;17679623;4G Device;1;REGISTERED;;;
6285711931130;20260221;17701298;4G Device;1;REGISTERED;;;
6285711931216;20260221;17701298;4G Device;1;REGISTERED;;;
6285711931229;20260221;1491169;4G Device;1;REGISTERED;;;
6285711931230;20260221;1491169;4G Device;1;REGISTERED;;;
6285711931245;20260221;17378715;4G Device;1;REGISTERED;;;
6285711931700;20260221;17710320;4G Device;1;REGISTERED;;;
6285711931805;20260221;1323744;4G Device;1;REGISTERED;;;
6285711934578;20260221;17573748;4G Device;1;REGISTERED;;;
6285711936982;20260221;1361808;4G Device;1;REGISTERED;;;
6285711936993;20260221;1361808;4G Device;1;REGISTERED;;;
6285711936997;20260221;17705457;4G Device;1;REGISTERED;;;
6285711937082;20260221;17705457;4G Device;1;REGISTERED;;;
6285711937085;20260221;17710688;4G Device;1;REGISTERED;;;
6285711937250;20260221;17378715;4G Device;1;REGISTERED;;;
6285711937504;20260221;17710688;4G Device;1;REGISTERED;;;
6285711937694;20260221;1454354;4G Device;1;REGISTERED;;;
6285711937970;20260221;17452391;4G Device;1;REGISTERED;;;
6285711937975;20260221;619982;4G Device;1;REGISTERED;;;
6285711938337;20260221;832752;4G Device;1;REGISTERED;;;
6285711940335;20260221;TFSMLHOK2;4G Device;1;REGISTERED;;;
