MSISDN;GA_DATE;ID_DSF;DEVICE;VALID_FLAG;REMARKS;
62895613266972;20260617;326404;4G;1;REGISTERED;
62895613266973;20260615;0;4G;1;NOT REGISTERED;
62895613266974;20260615;0;4G;1;NOT REGISTERED;
62895613266975;20260615;0;4G;1;NOT REGISTERED;
62895613266976;20260615;0;4G;1;NOT REGISTERED;
62895613266977;20260615;0;4G;1;NOT REGISTERED;
62895613266978;20260617;12321841;4G;1;REGISTERED;
62895613266979;20260617;12321835;4G;1;REGISTERED;
62895613266980;20260617;12321838;4G;1;REGISTERED;
62895613266981;20260617;12321838;4G;1;REGISTERED;
62895613266982;20260617;12321841;4G;1;REGISTERED;
62895613266989;20260622;0;4G;1;NOT REGISTERED;
62895613266990;20260618;12321835;4G;1;REGISTERED;
62895613266991;20260618;12321835;4G;1;REGISTERED;
62895613266992;20260618;12321838;4G;1;REGISTERED;
62895613266993;20260622;12321841;4G;1;REGISTERED;
62895613266994;20260613;12321841;4G;1;REGISTERED;
62895613266995;20260613;12321835;4G;1;REGISTERED;
62895613266997;20260613;12321835;4G;1;REGISTERED;
62895613266998;20260613;12321838;4G;1;REGISTERED;
62895613267001;20260613;12321838;4G;1;REGISTERED;
62895613267003;20260609;12321838;4G;1;REGISTERED;
62895613267004;20260609;12321838;4G;1;REGISTERED;
62895613267005;20260609;12321838;4G;1;REGISTERED;
62895613267006;20260609;12321835;4G;1;REGISTERED;
62895613267007;20260609;12321835;4G;1;REGISTERED;
62895613267008;20260610;12325084;4G;1;REGISTERED;
62895613267009;20260610;12325084;4G;1;REGISTERED;
62895613267011;20260615;12321841;4G;1;REGISTERED;
62895613267012;20260615;12321841;4G;1;REGISTERED;
62895613267013;20260620;0;4G;1;NOT REGISTERED;
62895613267014;20260617;12321838;4G;1;REGISTERED;
62895613267016;20260615;12321838;4G;1;REGISTERED;
62895613267017;20260620;12321835;4G;1;REGISTERED;
62895613267018;20260619;12321835;4G;1;REGISTERED;
62895613267019;20260620;0;4G;1;NOT REGISTERED;
62895613267023;20260624;0;4G;1;NOT REGISTERED;
62895613267064;20260615;12321841;4G;1;REGISTERED;
62895613267065;20260615;12321841;4G;1;REGISTERED;
62895613267066;20260615;12321841;4G;1;REGISTERED;
62895613267067;20260615;12321841;4G;1;REGISTERED;
62895613267068;20260615;12321841;4G;1;REGISTERED;
62895613267075;20260617;248271;4G;1;REGISTERED;
62895613267108;20260615;0;4G;1;NOT REGISTERED;
62895613267109;20260615;0;4G;1;NOT REGISTERED;
62895613267110;20260615;12321838;4G;1;REGISTERED;
62895613267111;20260615;12321835;4G;1;REGISTERED;
62895613267112;20260615;12321838;4G;1;REGISTERED;
62895613269190;20260623;406554;4G;1;REGISTERED;
62895613269192;20260623;497963;4G;1;REGISTERED;
62895613269193;20260623;492223;4G;1;REGISTERED;
62895613269194;20260623;483300;4G;1;REGISTERED;
62895613269195;20260623;400799;4G;1;REGISTERED;
62895613269228;20260622;12313320;4G;1;REGISTERED;
62895613269229;20260622;12313320;4G;1;REGISTERED;
62895613269231;20260623;517266;4G;1;REGISTERED;
62895613269259;20260624;0;4G;1;NOT REGISTERED;
62895613269263;20260623;12333927;4G;1;REGISTERED;
62895613269264;20260622;423276;4G;1;REGISTERED;
62895613269265;20260622;12314373;4G;1;REGISTERED;
62895613269266;20260623;565417;4G;1;REGISTERED;
62895613269267;20260622;0;4G;1;NOT REGISTERED;
62895613269268;20260622;0;4G;1;NOT REGISTERED;
62895613269288;20260623;0;4G;1;NOT REGISTERED;
62895613269303;20260622;374797;4G;1;REGISTERED;
62895613269304;20260622;280320;4G;1;REGISTERED;
62895613269306;20260622;12334157;4G;1;REGISTERED;
62895613269308;20260623;350788;4G;1;REGISTERED;
62895613269309;20260622;404635;4G;1;REGISTERED;
62895613269310;20260622;404635;4G;1;REGISTERED;
62895613269311;20260613;517266;4G;1;REGISTERED;
62895613269312;20260613;517266;4G;1;REGISTERED;
62895613269313;20260623;0;4G;1;NOT REGISTERED;
62895613269314;20260623;374437;4G;1;REGISTERED;
62895613269315;20260623;374437;4G;1;REGISTERED;
62895613269316;20260623;374437;4G;1;REGISTERED;
62895613269317;20260623;374437;4G;1;REGISTERED;
62895613269329;20260623;404264;4G;1;REGISTERED;
62895613269330;20260622;0;4G;1;NOT REGISTERED;
62895613269332;20260623;242417;4G;1;REGISTERED;
62895613269333;20260622;279367;4G;1;REGISTERED;
62895613269509;20260619;12326964;4G;1;REGISTERED;
62895613269510;20260619;12326964;4G;1;REGISTERED;
62895613269511;20260619;12326964;4G;1;REGISTERED;
62895613269512;20260619;12326964;4G;1;REGISTERED;
62895613269513;20260619;12326964;4G;1;REGISTERED;
62895613269520;20260614;12307572;4G;1;REGISTERED;
62895613269521;20260614;12307572;4G;1;REGISTERED;
62895613269522;20260614;12307572;4G;1;REGISTERED;
62895613269523;20260614;403109;4G;1;REGISTERED;
62895613269524;20260614;403109;4G;1;REGISTERED;
62895613269533;20260619;0;4G;1;NOT REGISTERED;
62895613269534;20260622;551048;4G;1;REGISTERED;
62895613269535;20260614;236086;4G;1;REGISTERED;
62895613269536;20260614;236086;4G;1;REGISTERED;
62895613269537;20260614;236086;4G;1;REGISTERED;
62895613269538;20260614;517827;4G;1;REGISTERED;
62895613269539;20260614;517827;4G;1;REGISTERED;
62895613269540;20260622;351612;4G;1;REGISTERED;
62895613269541;20260622;351612;4G;1;REGISTERED;
62895613269542;20260622;553028;4G;1;REGISTERED;
62895613269543;20260622;553028;4G;1;REGISTERED;
62895613269544;20260622;551048;4G;1;REGISTERED;
62895613269545;20260623;0;4G;1;NOT REGISTERED;
62895613269546;20260623;0;4G;1;NOT REGISTERED;
62895613269547;20260623;0;4G;1;NOT REGISTERED;
62895613269548;20260623;0;4G;1;NOT REGISTERED;
62895613269549;20260623;0;4G;1;NOT REGISTERED;
62895613269550;20260619;12333142;4G;1;REGISTERED;
62895613269551;20260619;12333142;4G;1;REGISTERED;
62895613269552;20260622;315360;4G;1;REGISTERED;
62895613269554;20260610;438873;4G;1;REGISTERED;
62895613269555;20260619;12333143;4G;1;REGISTERED;
62895613269556;20260619;12333143;4G;1;REGISTERED;
62895613269557;20260619;12333143;4G;1;REGISTERED;
62895613269558;20260619;0;4G;1;NOT REGISTERED;
62895613269559;20260619;12326964;4G;1;REGISTERED;
62895613269560;20260619;12326964;4G;1;REGISTERED;
62895613269561;20260619;12326964;4G;1;REGISTERED;
62895613269562;20260619;12326964;4G;1;REGISTERED;
62895613269563;20260619;12326964;4G;1;REGISTERED;
62895613269564;20260619;12326964;4G;1;REGISTERED;
62895613269565;20260619;12333143;4G;1;REGISTERED;
62895613269566;20260619;12333143;4G;1;REGISTERED;
62895613269567;20260619;12333143;4G;1;REGISTERED;
62895613269569;20260619;12333143;4G;1;REGISTERED;
62895613269570;20260619;12333143;4G;1;REGISTERED;
62895613269571;20260623;551048;4G;1;REGISTERED;
62895613269572;20260623;551048;4G;1;REGISTERED;
62895613269573;20260623;551048;4G;1;REGISTERED;
62895613269574;20260623;551048;4G;1;REGISTERED;
62895613269575;20260623;551048;4G;1;REGISTERED;
62895613269576;20260623;0;4G;1;NOT REGISTERED;
62895613269577;20260623;0;4G;1;NOT REGISTERED;
62895613269578;20260623;0;4G;1;NOT REGISTERED;
62895613269579;20260623;0;4G;1;NOT REGISTERED;
62895613269580;20260623;0;4G;1;NOT REGISTERED;
62895613269581;20260619;12333142;4G;1;REGISTERED;
62895613269582;20260619;12333142;4G;1;REGISTERED;
62895613269583;20260619;12333142;4G;1;REGISTERED;
62895613269584;20260619;12333142;4G;1;REGISTERED;
62895613269586;20260619;12326964;4G;1;REGISTERED;
62895613269587;20260619;12326964;4G;1;REGISTERED;
62895613269588;20260619;12326964;4G;1;REGISTERED;
62895613269589;20260619;12326964;4G;1;REGISTERED;
62895613269590;20260619;12326964;4G;1;REGISTERED;
62895613269622;20260610;438873;4G;1;REGISTERED;
62895613274512;20260623;0;4G;1;NOT REGISTERED;
62895613274513;20260623;0;4G;1;NOT REGISTERED;
62895613274514;20260623;0;4G;1;NOT REGISTERED;
62895613274515;20260622;551048;4G;1;REGISTERED;
62895613274516;20260622;551048;4G;1;REGISTERED;
62895613274517;20260619;0;4G;1;NOT REGISTERED;
62895613274518;20260619;401241;4G;1;REGISTERED;
62895613274519;20260619;0;4G;1;NOT REGISTERED;
62895613274520;20260619;0;4G;1;NOT REGISTERED;
62895613274521;20260619;0;4G;1;NOT REGISTERED;
62895613274532;20260619;12333143;4G;1;REGISTERED;
62895613274533;20260619;12333143;4G;1;REGISTERED;
62895613274534;20260620;12333143;4G;1;REGISTERED;
62895613274535;20260619;12333143;4G;1;REGISTERED;
62895613274536;20260620;12333143;4G;1;REGISTERED;
62895613275357;20260607;0;4G;1;NOT REGISTERED;
62895613275462;20260609;483125;4G;1;REGISTERED;
62895613275518;20260617;420790;4G;1;REGISTERED;
62895613275539;20260603;12334421;4G;1;REGISTERED;
62895613275540;20260603;12334421;4G;1;REGISTERED;
62895613275541;20260606;439974;4G;1;REGISTERED;
62895613275542;20260605;439738;4G;1;REGISTERED;
62895613275543;20260613;12324955;4G;1;REGISTERED;
62895613275556;20260618;298788;4G;1;REGISTERED;
62895613279301;20260622;0;4G;1;NOT REGISTERED;
62895613279362;20260622;196945;4G;1;REGISTERED;
62895613284215;20260622;41051;4G;1;REGISTERED;
62895613284216;20260623;12334182;4G;1;REGISTERED;
62895613284217;20260623;12334182;4G;1;REGISTERED;
62895613284218;20260623;272045;4G;1;REGISTERED;
62895613284219;20260623;510341;4G;1;REGISTERED;
62895613284246;20260624;0;4G;1;NOT REGISTERED;
62895613284247;20260622;12322594;4G;1;REGISTERED;
62895613284249;20260622;179625;4G;1;REGISTERED;
62895613284250;20260622;0;4G;1;NOT REGISTERED;
62895613284251;20260622;41298;4G;1;REGISTERED;
62895613284290;20260623;357411;4G;1;REGISTERED;
62895613319254;20260617;487380;4G;1;REGISTERED;
62895613319255;20260615;487380;4G;1;REGISTERED;
62895613319256;20260615;487380;4G;1;REGISTERED;
62895613319257;20260617;487380;4G;1;REGISTERED;
62895613319258;20260617;487380;4G;1;REGISTERED;
62895613319259;20260612;0;4G;1;NOT REGISTERED;
62895613319260;20260612;0;4G;1;NOT REGISTERED;
62895613319261;20260612;0;4G;1;NOT REGISTERED;
62895613319262;20260612;0;4G;1;NOT REGISTERED;
62895613319263;20260612;0;4G;1;NOT REGISTERED;
62895613319295;20260617;0;4G;1;NOT REGISTERED;
62895613319296;20260617;0;4G;1;NOT REGISTERED;
62895613319297;20260617;0;4G;1;NOT REGISTERED;
62895613319298;20260617;0;4G;1;NOT REGISTERED;
62895613319299;20260622;0;4G;1;NOT REGISTERED;
62895613319301;20260623;0;4G;1;NOT REGISTERED;
62895613319302;20260622;0;4G;1;NOT REGISTERED;
62895613319303;20260623;0;4G;1;NOT REGISTERED;
62895613319304;20260623;0;4G;1;NOT REGISTERED;
62895613319305;20260623;0;4G;1;NOT REGISTERED;
62895613319312;20260613;0;4G;1;NOT REGISTERED;
62895613319313;20260613;0;4G;1;NOT REGISTERED;
62895613319314;20260613;0;4G;1;NOT REGISTERED;
62895613319315;20260613;0;4G;1;NOT REGISTERED;
62895613319316;20260613;0;4G;1;NOT REGISTERED;
62895613319317;20260618;0;4G;1;NOT REGISTERED;
62895613319318;20260618;0;4G;1;NOT REGISTERED;
62895613319319;20260620;0;4G;1;NOT REGISTERED;
62895613319320;20260618;0;4G;1;NOT REGISTERED;
62895613319321;20260618;0;4G;1;NOT REGISTERED;
62895613319322;20260620;0;4G;1;NOT REGISTERED;
62895613319323;20260620;0;4G;1;NOT REGISTERED;
62895613319324;20260622;0;4G;1;NOT REGISTERED;
62895613319325;20260622;0;4G;1;NOT REGISTERED;
62895613319326;20260622;0;4G;1;NOT REGISTERED;
62895613319334;20260620;0;4G;1;NOT REGISTERED;
62895613319335;20260620;236086;4G;1;REGISTERED;
62895613319336;20260620;236086;4G;1;REGISTERED;
62895613319342;20260611;487380;4G;1;REGISTERED;
62895613319343;20260611;0;4G;1;NOT REGISTERED;
62895613319344;20260611;487380;4G;1;REGISTERED;
62895613319345;20260611;487380;4G;1;REGISTERED;
62895613319346;20260611;487380;4G;1;REGISTERED;
62895613319352;20260611;0;4G;1;NOT REGISTERED;
62895613319353;20260611;442920;4G;1;REGISTERED;
62895613319354;20260611;0;4G;1;NOT REGISTERED;
62895613319355;20260611;442920;4G;1;REGISTERED;
62895613319356;20260611;0;4G;1;NOT REGISTERED;
62895613319377;20260622;0;4G;1;NOT REGISTERED;
62895613319378;20260622;0;4G;1;NOT REGISTERED;
62895613319379;20260622;0;4G;1;NOT REGISTERED;
62895613319380;20260622;0;4G;1;NOT REGISTERED;
62895613319381;20260622;0;4G;1;NOT REGISTERED;
62895613319399;20260613;0;4G;1;NOT REGISTERED;
62895613319401;20260613;0;4G;1;NOT REGISTERED;
62895613319402;20260613;0;4G;1;NOT REGISTERED;
62895613319403;20260613;0;4G;1;NOT REGISTERED;
62895613319404;20260613;0;4G;1;NOT REGISTERED;
62895613319405;20260620;0;4G;1;NOT REGISTERED;
62895613319406;20260620;349791;4G;1;REGISTERED;
62895613319408;20260620;0;4G;1;NOT REGISTERED;
62895613319409;20260620;0;4G;1;NOT REGISTERED;
62895613319410;20260620;0;4G;1;NOT REGISTERED;
62895613319411;20260622;0;4G;1;NOT REGISTERED;
62895613319412;20260612;0;4G;1;NOT REGISTERED;
62895613319413;20260612;0;4G;1;NOT REGISTERED;
62895613319415;20260611;565310;4G;1;REGISTERED;
62895613319416;20260611;0;4G;1;NOT REGISTERED;
62895613319427;20260619;12326964;4G;1;REGISTERED;
62895613319428;20260619;12326964;4G;1;REGISTERED;
62895613319429;20260619;12326964;4G;1;REGISTERED;
62895613319431;20260619;12326964;4G;1;REGISTERED;
62895613319433;20260619;12326964;4G;1;REGISTERED;
62895613319434;20260617;0;4G;1;NOT REGISTERED;
62895613319436;20260617;0;4G;1;NOT REGISTERED;
62895613319437;20260617;0;4G;1;NOT REGISTERED;
62895613319438;20260617;0;4G;1;NOT REGISTERED;
62895613319439;20260617;0;4G;1;NOT REGISTERED;
62895613319441;20260620;478318;4G;1;REGISTERED;
62895613319442;20260620;478318;4G;1;REGISTERED;
62895613319443;20260620;478318;4G;1;REGISTERED;
62895613319444;20260620;0;4G;1;NOT REGISTERED;
62895613319573;20260602;349068;4G;1;REGISTERED;
62895613319669;20260604;577885;4G;1;REGISTERED;
6285711284634;20260623;17468717;4G;1;REGISTERED;
6285711313764;20260612;17744853;4G;1;REGISTERED;
6285711314601;20260613;SFBONE15;4G;1;REGISTERED;
6285711459616;20260622;17617390;4G;1;REGISTERED;
6285711459635;20260622;17791529;4G;1;REGISTERED;
6285711459645;20260623;17801313;4G;1;REGISTERED;
6285711747703;20260616;0;4G;1;NOT REGISTERED;
6285711855423;20260603;0;4G;1;NOT REGISTERED;
6285711895296;20260622;0;4G;1;NOT REGISTERED;
6285711924700;20260621;0;4G;1;NOT REGISTERED;
6285711943351;20260610;17599346;4G;1;REGISTERED;
6285711964798;20260603;17745388;4G;1;REGISTERED;
6285711964804;20260624;0;4G;1;NOT REGISTERED;
6285711966046;20260606;17317874;4G;1;REGISTERED;
6285711966048;20260608;17814446;4G;1;REGISTERED;
6285711966084;20260604;17814446;4G;1;REGISTERED;
6285711966128;20260601;0;4G;1;NOT REGISTERED;
6285711968328;20260611;17374753;4G;1;REGISTERED;
6285711968363;20260610;0;4G;1;NOT REGISTERED;
6285711968382;20260624;0;4G;1;NOT REGISTERED;
6285711969128;20260618;17695120;4G;1;REGISTERED;
6285711969150;20260623;17283614;4G;1;REGISTERED;
6285711969155;20260622;17673383;4G;1;REGISTERED;
6285711969159;20260623;TFKSSFPLU004;4G;1;REGISTERED;
6285711969160;20260608;17673383;4G;1;REGISTERED;
6285711969162;20260623;TFKSSFPLU004;4G;1;REGISTERED;
6285711969199;20260623;TFKSSFPLU005;4G;1;REGISTERED;
6285711969206;20260610;17788013;4G;1;REGISTERED;
6285711975827;20260609;0;4G;1;NOT REGISTERED;
6285711975832;20260621;17664473;4G;1;REGISTERED;
6285716140918;20260623;17261571;5G;5;REGISTERED;
6285716140923;20260623;17261571;5G;5;REGISTERED;
6285716140927;20260623;17261571;5G;5;REGISTERED;
6285716140928;20260623;17261571;5G;5;REGISTERED;
6285716140929;20260623;17261571;5G;5;REGISTERED;
6285716140933;20260623;17261571;5G;5;REGISTERED;
6285716140934;20260623;17261571;5G;5;REGISTERED;
6285716140942;20260623;17261571;5G;5;REGISTERED;
6285716140944;20260623;17261571;5G;5;REGISTERED;
6285716140950;20260623;17261571;5G;5;REGISTERED;
6285716141277;20260619;SFPAREPARE67;5G;5;REGISTERED;
6285716144109;20260624;0;5G;5;NOT REGISTERED;
6285716144432;20260623;17261571;5G;5;REGISTERED;
6285716144439;20260623;17261571;5G;5;REGISTERED;
6285716144452;20260623;17261571;5G;5;REGISTERED;
6285716144463;20260623;17261571;5G;5;REGISTERED;
6285716144474;20260623;17261571;5G;5;REGISTERED;
6285716144607;20260623;17261571;5G;5;REGISTERED;
6285716144624;20260623;17261571;5G;5;REGISTERED;
6285716144631;20260623;17261571;5G;5;REGISTERED;
6285716144632;20260623;17261571;5G;5;REGISTERED;
6285716144636;20260623;17261571;5G;5;REGISTERED;
6285716144828;20260622;17261571;5G;5;REGISTERED;
6285716144829;20260622;17261571;5G;5;REGISTERED;
6285716159341;20260621;17806668;5G;5;REGISTERED;
6285716160849;20260624;0;4G;1;NOT REGISTERED;
6285716160851;20260624;0;4G;1;NOT REGISTERED;
6285716160872;20260624;0;4G;1;NOT REGISTERED;
6285716160886;20260624;0;4G;1;NOT REGISTERED;
6285716160894;20260624;0;4G;1;NOT REGISTERED;
6285716167612;20260624;0;4G;1;NOT REGISTERED;
6285716167648;20260624;0;4G;1;NOT REGISTERED;
6285716167649;20260624;0;4G;1;NOT REGISTERED;
6285716167652;20260624;0;4G;1;NOT REGISTERED;
6285716167654;20260624;0;4G;1;NOT REGISTERED;
6285716167670;20260624;0;4G;1;NOT REGISTERED;
6285716167677;20260624;0;4G;1;NOT REGISTERED;
6285716167748;20260624;0;4G;1;NOT REGISTERED;
6285716167767;20260624;0;4G;1;NOT REGISTERED;
6285716167785;20260624;0;4G;1;NOT REGISTERED;
6285716168413;20260622;SFKENDARI08;4G;1;REGISTERED;
6285716168424;20260622;SFKENDARI08;4G;1;REGISTERED;
6285716168425;20260622;SFMKSOUT050;4G;1;REGISTERED;
6285716168426;20260622;SFPRESLW1;4G;1;REGISTERED;
6285716168429;20260622;SFMKSOUT050;4G;1;REGISTERED;
6285716168450;20260622;SFPRESLW1;4G;1;REGISTERED;
6285716168452;20260622;SFKENDARI08;4G;1;REGISTERED;
6285716168460;20260622;SFBONE23;4G;1;REGISTERED;
6285716168461;20260622;SFBONE23;4G;1;REGISTERED;
6285716168470;20260622;SFBONE23;4G;1;REGISTERED;
6285716168473;20260622;SFBONE23;4G;1;REGISTERED;
6285716168480;20260622;SFBONE23;4G;1;REGISTERED;
6285716168482;20260622;SFBONE23;4G;1;REGISTERED;
6285716168494;20260622;SFBONE23;4G;1;REGISTERED;
6285716168497;20260622;SFBONE23;4G;1;REGISTERED;
6285716168502;20260622;SFBONE23;4G;1;REGISTERED;
6285716168503;20260622;SFBONE23;4G;1;REGISTERED;
6285716168571;20260622;SFKENDARI08;4G;1;REGISTERED;
6285716169170;20260622;0;4G;1;NOT REGISTERED;
6285864116833;20260615;17336507;4G;1;REGISTERED;
6285864116835;20260623;17687600;4G;1;REGISTERED;
6285864116848;20260615;17475625;4G;1;REGISTERED;
6285864116851;20260612;17599346;4G;1;REGISTERED;
6285864116919;20260611;17791100;4G;1;REGISTERED;
6285864116920;20260619;17457348;4G;1;REGISTERED;
6285864119952;20260620;SFMKSOUT0014;4G;1;REGISTERED;
6285864119969;20260616;17818276;4G;1;REGISTERED;
6285864120074;20260620;SFMKSOUT0014;4G;1;REGISTERED;
6285864120280;20260613;SFPAREPARE67;4G;1;REGISTERED;
6285864120354;20260619;SFPAREPARE67;4G;1;REGISTERED;
6285864129953;20260624;0;4G;1;NOT REGISTERED;
6285864130010;20260624;0;4G;1;NOT REGISTERED;
6285864130083;20260624;0;4G;1;NOT REGISTERED;
6285864130095;20260624;0;4G;1;NOT REGISTERED;
6285864130103;20260624;0;4G;1;NOT REGISTERED;
6285864130564;20260624;0;4G;1;NOT REGISTERED;
6285864130576;20260624;0;4G;1;NOT REGISTERED;
6285864130581;20260624;0;4G;1;NOT REGISTERED;
6285864130619;20260624;0;4G;1;NOT REGISTERED;
6285864130654;20260624;0;4G;1;NOT REGISTERED;
6285864130656;20260624;0;4G;1;NOT REGISTERED;
6285864130663;20260624;0;4G;1;NOT REGISTERED;
6285864130739;20260624;0;4G;1;NOT REGISTERED;
6285864130754;20260624;0;4G;1;NOT REGISTERED;
6285864130838;20260624;0;4G;1;NOT REGISTERED;
6285864131150;20260620;17448533;4G;1;REGISTERED;
6285864131156;20260620;17448533;4G;1;REGISTERED;
6285864131350;20260622;17684303;4G;1;REGISTERED;
6285864131353;20260622;17687903;4G;1;REGISTERED;
6285864131398;20260622;17687903;4G;1;REGISTERED;
6285864131400;20260622;17687903;4G;1;REGISTERED;
6285864131433;20260622;17468690;4G;1;REGISTERED;
6285864131511;20260622;17684260;4G;1;REGISTERED;
6285864131528;20260622;17687903;4G;1;REGISTERED;
6285864131571;20260622;17684303;4G;1;REGISTERED;
6285864131738;20260624;0;4G;1;NOT REGISTERED;
6285864137953;20260613;17705919;4G;1;REGISTERED;
6285864137958;20260620;SFBONE15;4G;1;REGISTERED;
6285864138001;20260620;SFPRESLW1;4G;1;REGISTERED;
6285864138500;20260609;0;4G;1;NOT REGISTERED;
6285864138580;20260623;TFKSSFBONE42;4G;1;REGISTERED;
6285864140685;20260623;17767600;4G;1;REGISTERED;
6285864140740;20260624;0;4G;1;NOT REGISTERED;
6285864140749;20260623;17813804;4G;1;REGISTERED;
6285864140771;20260622;17751628;4G;1;REGISTERED;
6285864140778;20260623;17813804;4G;1;REGISTERED;
6285864140813;20260624;0;4G;1;NOT REGISTERED;
6285864140849;20260623;TFKSSFPLU005;4G;1;REGISTERED;
6285864140863;20260623;SFPANADO36;4G;1;REGISTERED;
6285864140876;20260623;SFPANADO36;4G;1;REGISTERED;
6285864140890;20260623;SFPANADO36;4G;1;REGISTERED;
6285864140902;20260623;TFKSSFPLU004;4G;1;REGISTERED;
6285864140903;20260623;SFPANADO36;4G;1;REGISTERED;
6285864140911;20260623;TFKSSFPLU005;4G;1;REGISTERED;
6285864140921;20260623;TFKSSFPLU005;4G;1;REGISTERED;
6285864140938;20260623;SFPANADO36;4G;1;REGISTERED;
6285864140951;20260623;SFPANADO36;4G;1;REGISTERED;
6285864141076;20260623;TFKSSFPLU006;4G;1;REGISTERED;
6285864141108;20260623;TFKSSFPLU006;4G;1;REGISTERED;
6285864141237;20260623;TFKSSFPLU006;4G;1;REGISTERED;
6285864141262;20260623;TFKSSFPLU004;4G;1;REGISTERED;
6285864141280;20260623;TFKSSFPLU006;4G;1;REGISTERED;
6285864141281;20260623;TFKSSFPLU005;4G;1;REGISTERED;
6285864141301;20260623;TFKSSFPLU004;4G;1;REGISTERED;
6285864141304;20260623;TFKSSFPLU004;4G;1;REGISTERED;
6285864141307;20260623;TFKSSFPLU006;4G;1;REGISTERED;
6285864141340;20260623;TFKSSFPLU006;4G;1;REGISTERED;
6285864166382;20260611;17443442;4G;1;REGISTERED;
6285864166384;20260623;SFPRESLW9;4G;1;REGISTERED;
6285864166408;20260618;SFPRESLW9;4G;1;REGISTERED;
6285864166440;20260613;17588670;4G;1;REGISTERED;
6285864166454;20260612;SFMKSOUT0004;4G;1;REGISTERED;
6285864166487;20260615;SFMKSOUT0004;4G;1;REGISTERED;
6285864166511;20260616;SFMKSOUT0004;4G;1;REGISTERED;
6285864166751;20260621;17601173;4G;1;REGISTERED;
6285864166764;20260620;17681726;4G;1;REGISTERED;
6285864166771;20260622;17742218;4G;1;REGISTERED;
6285864166772;20260618;SFPRESLW7;4G;1;REGISTERED;
6285864166781;20260620;17681726;4G;1;REGISTERED;
6285864166828;20260622;17742218;4G;1;REGISTERED;
6285864166834;20260620;SFPRESLW7;4G;1;REGISTERED;
6285864166839;20260618;SFPRESLW7;4G;1;REGISTERED;
6285864166896;20260624;0;4G;1;NOT REGISTERED;
6285864167045;20260622;SFPRESLW7;4G;1;REGISTERED;
6285864170176;20260623;SFBONE15;4G;1;REGISTERED;
6285864170193;20260623;SFPRESLW1;4G;1;REGISTERED;
6285864170210;20260623;SFBONE15;4G;1;REGISTERED;
6285864170215;20260623;SFBONE15;4G;1;REGISTERED;
6285864170216;20260623;SFMKSOUT050;4G;1;REGISTERED;
6285864170223;20260623;SFBONE15;4G;1;REGISTERED;
6285864170274;20260623;SFPRESLW1;4G;1;REGISTERED;
6285864170275;20260623;SFPRESLW1;4G;1;REGISTERED;
6285864170278;20260623;SFMKSOUT050;4G;1;REGISTERED;
6285864170285;20260624;0;4G;1;NOT REGISTERED;
6285864170287;20260624;0;4G;1;NOT REGISTERED;
6285864170292;20260624;0;4G;1;NOT REGISTERED;
6285864170295;20260624;0;4G;1;NOT REGISTERED;
6285864170297;20260624;0;4G;1;NOT REGISTERED;
6285864170317;20260624;0;4G;1;NOT REGISTERED;
6285864170320;20260624;0;4G;1;NOT REGISTERED;
6285864170352;20260623;SFKENDARI08;4G;1;REGISTERED;
6285864170360;20260624;0;4G;1;NOT REGISTERED;
6285864170362;20260624;0;4G;1;NOT REGISTERED;
6285864170374;20260624;0;4G;1;NOT REGISTERED;
6285864170377;20260623;SFKENDARI08;4G;1;REGISTERED;
6285864170379;20260623;SFKENDARI08;4G;1;REGISTERED;
6285864170390;20260623;SFKENDARI08;4G;1;REGISTERED;
6285864170401;20260623;SFKENDARI08;4G;1;REGISTERED;
6285864170406;20260623;SFKENDARI08;4G;1;REGISTERED;
6285864170408;20260623;SFKENDARI08;4G;1;REGISTERED;
6285864170415;20260623;SFKENDARI08;4G;1;REGISTERED;
6285864170438;20260623;SFKENDARI08;4G;1;REGISTERED;
6285864170447;20260623;SFKENDARI08;4G;1;REGISTERED;
6285864181686;20260618;17579411;4G;1;REGISTERED;
6285882646187;20260605;17744853;4G;1;REGISTERED;
6285882646190;20260604;17446501;4G;1;REGISTERED;
6285882646194;20260606;17429239;4G;1;REGISTERED;
6285882646925;20260615;0;4G;1;NOT REGISTERED;
6285882646946;20260610;17810912;4G;1;REGISTERED;
6285882646949;20260610;17810912;4G;1;REGISTERED;
6285882721862;20260623;17573246;4G;1;REGISTERED;
6285882722614;20260615;17779744;4G;1;REGISTERED;
6285882722629;20260604;17796103;4G;1;REGISTERED;
6285882722633;20260606;17627886;4G;1;REGISTERED;
6285882722634;20260603;17620487;4G;1;REGISTERED;
6285882722635;20260622;17798544;4G;1;REGISTERED;
6285882722967;20260621;17601318;4G;1;REGISTERED;
6285882722980;20260623;TFKSSFPLU005;4G;1;REGISTERED;
6285882723540;20260614;0;4G;1;NOT REGISTERED;
6285882723541;20260611;17599670;4G;1;REGISTERED;
6285882723543;20260619;17599670;4G;1;REGISTERED;
6285882723546;20260605;17599670;4G;1;REGISTERED;
6285882723547;20260614;0;4G;1;NOT REGISTERED;
6285882723549;20260610;17599670;4G;1;REGISTERED;
6285882723554;20260607;0;4G;1;NOT REGISTERED;
6285882723556;20260624;0;4G;1;NOT REGISTERED;
6285882723588;20260623;TFKSSFKEDARI23;4G;1;REGISTERED;
6285882723591;20260615;TFKSSFKEDARI23;4G;1;REGISTERED;
6285882723592;20260622;TFKSSFKEDARI23;4G;1;REGISTERED;
